title,date,press,contents,link
'SKY캐슬식 입시 코디 잡아낼까'…이달 말부터 사교육 합동 점검 : 네이버 뉴스,2019.01.24,SBS & SBSi ,"드라마 'SKY캐슬'을 계기로 '입시 코디' 등 고액 사교육 시장에 대한 논란이 커진 가운데 교육부 등 관계 당국이 학원 등 사교육 합동점검에 나섭니다.교육부는 24일 공정거래위원회·보건복지부·여성가족부·국세청·경찰청 등과 협의회를 열고 이달 말부터 범부처 불법 사교육 합동점검을 한다고 밝혔습니다.합동점검은 11월까지 8월을 제외하고 한 달에 한 번씩 총 열 차례에 걸쳐 이뤄집니다.서울 강남·서초·송파·강동·양천·노원구, 일산·분당·용인·수원, 부산·대구·광주·세종 등 대도시 학원 밀집 지역이 점검 대상입니다.1∼3월에는 대형 입시학원, 고액 '영어유치원' 등 유아 대상 고액 학원, 선행학습을 유발하는 광고나 거짓·과대 광고를 한 보습학원 등을 점검합니다.4월에는 코딩 등 소프트웨어 학원을 점검합니다.올해 초등학교 5·6학년 대상으로 소프트웨어 교육이 의무화되자 이를 이용해 학부모들의 불안 심리를 부추기는 불법 광고가 많다는 판단에서입니다.5∼6월에는 유아 대상 예능학원과 '영어유치원' 등을 추가 점검하고, 강사 채용 등 위법행위가 의심되는 교습소도 점검합니다.7월에는 방학인 점을 고려해 기숙형 학원, 교외 리조트로 불법 어학 캠프를 떠나는 학원 등을 점검합니다.9∼11월에는 수시·정시 지원을 앞두고 고액 입시 컨설팅을 제공하거나, 논술 혹은 음악·미술 실기를 고액으로 가르치는 입시 대비 학원을 집중 점검합니다.심야에 불법 교습을 제공하는 것으로 알려진 프리미엄 독서실도 점검 대상입니다.올해는 학원 내 아동학대 점검을 위해 보건복지부가 새롭게 참여합니다.사립유치원을 폐원하고 외국어·놀이 학원으로 업종을 전환한 업소에서 위법행위가 있는지도 들여다볼 예정입니다.그러나 현행 공교육정상화법·학원법 등 관련 법령상 불법 사교육을 적발해도 엄정한 제재가 불가능한 상황에서 똑같은 일제점검을 실효성 없이 반복한다는 비판도 나옵니다.정부는 2016년부터 범부처협의회를 구성해 매년 합동점검·학원 탈세 조사·학원법령 위반 첩보 수집 등을 하고 있습니다.지난해에는 학원 172곳에서 법령 위반 사항 149건을 적발해 교습정지·과태료 등 160건의 제재를 가했습니다.그러나 교습정지 처분은 단 2곳뿐이었으며, 그마저도 벌점이 누적돼 내려진 처분이었습니다.그 외 제재는 모두 수십만∼100만원 수준 과태료나 벌점 혹은 시정명령에 그쳐 '솜방망이' 처벌이란 지적이 나왔습니다.교육부는 ""관계부처 합동점검이 불법 사교육을 일정 부분 억제하는 효과가 있다""면서 ""공교육 내실화도 병행해 사교육 의존도를 줄이도록 노력하겠다""고 말했습니다.(사진=연합뉴스) 동세호 기자(hodong@sbs.co.kr)▶'사법농단 의혹 정점' 양승태 전 대법원장 구속▶[끝까지 판다] 의원님 측근들의 수상한 건물 매입▶네이버 메인에서 SBS뉴스 구독하기※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=055&aid=0000705847
2020 대입 수능 기본계획 발표 : 네이버 뉴스,2019.03.26,뉴시스,【세종=뉴시스】강종민 기자 = 성기선 한국교육과정평가원장이 26일 오전 정부세종청사에서 2020학년도 대학수학능력시험 시행 기본계획 발표를 위해 연단으로 향하고 있다. 2019.03.26. ppkjm@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0009134756
"'의치한수의예 입시전략, 고민되네' : 네이버 뉴스",2019.01.31,뉴스1,"(서울=뉴스1) 성동훈 기자 = 31일 오전 서울 강남구 종로학원 본원에서 열린 '2020 의치한수의예 입시전략 설명회'에서 학부모들이 입시전략 관련 자료를 살펴보고 있다. 2019.1.31/뉴스1zenism@news1.kr▶ [ 크립토허브 ]  [ 터닝포인트 2019 ] ▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0003814068
미국판 스카이캐슬…뒷돈 대입에 발칵 : 네이버 뉴스,2019.03.13,매경닷컴,"美 사상최대 입시비리 적발연예인·기업인 등 50명 연루브로커 통해 280억원 규모 뇌물명문대 체육특기생 부정 입학 '간판보다 실력'을 강조하는 것으로 알려진 미국 사회에서 역대 최대 규모 '명문대 입시 비리' 사건이 드러나 충격을 주고 있다. 미국 연방수사국(FBI)과 매사추세츠 연방지방검찰청은 자녀를 체육특기생으로 명문대에 입학시키기 위해 불법 행위를 한 부유층 학부모와 입시 브로커, 대학 체육 코치, 대입시험 관리 직원 등 총 50명을 사기공모·돈세탁·업무방해 등 혐의로 기소했다고 12일(현지시간) 밝혔다.미국에서 소위 '아이비리그'에 속하는 예일대를 비롯해 이에 못지않은 명문대인 스탠퍼드대·UCLA와 서던캘리포니아대(USC)·텍사스대·웨이크포리스트대 등이 줄줄이 부정 입학을 일삼았다.연루된 학부모들은 인기 연예인과 법조·금융·기업인들이다. 미국 ABC 방송 유명 드라마 '위기의 주부들'에 출연했던 펠리시티 허프먼과 인기 시트콤 '풀하우스'에 나왔던 로리 로플린도 포함됐다. 뉴욕에 있는 글로벌 로펌 '윌키 파 & 갤러거' 고든 캐플런 공동대표 변호사와 뉴욕 한 포장업체의 그레고리 애벗 대표, 텍사스에 본부를 둔 글로벌 사모펀드사 TPG의 윌리엄 맥글래션 주니어 이사, 로스앤젤레스(LA)에 있는 부티크 마케팅업체 대표 제인 버킹엄 등 기업체 최고경영자(CEO)도 다수 포함됐다.뉴욕타임스(NYT)와 워싱턴포스트(WP) 등 현지 언론에 따르면 이번 사건은 금액만 따져도 연방검찰이 적발한 입시 비리 중 역대 최대 규모다. 2011년부터 최근까지 8년 동안 부유층 학부모와 입시 브로커, 대학 코치 등이 주고받은 뒷돈 규모는 2500만달러(약 283억원)에 달한다. 학부모들은 성적 위조와 대리시험은 물론이고 소수자 우대 전형까지 악용했다. 이를 가능하게 한 건 캘리포니아주 뉴포트비치에 있는 입시컨설팅업체 '에지 칼리지&커리어 네트워크'였다. 이 업체를 운영한 윌리엄 싱어는 30여 년 동안 입시 컨설턴트로 일하면서 대학 운동부 감독과 코치들에게 뇌물을 주거나, 부정 시험을 알선하는 식으로 부유층 자녀들을 명문대에 합격시켰다.싱어는 한 번에 1만5000~7만5000달러(약 1700만~8500만원) 정도를 받고 고객의 자녀에게 자신이 매수한 감독관이 있는 휴스턴과 LA 특별시험장에서 SAT(미국 대입시험)와 ACT(입학지원 시험)를 치르도록 했다. 가장 많이 이뤄진 입학 꼼수는 '체육특기생 전형'이다. 이번 기획 수사 사건 이름이 '바시티 블루스(Varsity Blues) 오퍼레이션'인 이유다. 바시티는 대학 운동부 대표팀을 일컫는 말이다. 체육특기생은 건당 20만~40만달러(약 2억2600만~4억5300만원)가 오갔고, 최고 650만달러인 경우도 있었다. 싱어는 이들 자녀의 가짜 운동·수상 경력을 눈감아주는 대가로 예일대와 스탠퍼드대, UCLA·USC·텍사스대 등 유명 대학의 체육 종목 감독과 교직원들에게 쌈짓돈을 쥐여줬다.  [김인오 기자]▶매경 뉴스레터 '매콤달콤'을 지금 구독하세요▶뉴스 이상의 무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=009&aid=0004319487
`맹모` 잡아라…입시도우미 자처하는 은행들 : 네이버 뉴스,2019.01.18,매경닷컴,"PB고객 유치 치열한 경쟁진학설명회 열고 유학상담VIP자녀 우대 서비스 늘려 지난달 서울 중구 신한은행 본점 20층 대강당에는 전국에서 모인 학부모 250여 명이 빼곡히 자리를 채웠다. 국내 최고 입시전문가로 꼽히는 이영덕 대성학원 학력개발연구소장의 '2019학년도 정시 대학 입시 설명회'를 듣기 위해 나선 이 은행의 VIP 고객들이다. 은행 우수 등급인 프리미어급 고객을 대상으로 선착순 모집을 통해 열린 이 행사는 '불수능' 여파 덕에 순식간에 접수가 마감될 정도로 반응이 뜨거웠다.시중은행들이 고액 자산가 중심의 자산관리(WM) 서비스를 강화하고 나서면서 프라이빗뱅킹(PB) 고객 관리에도 사활을 걸고 있다. 특히 은행들은 VIP의 자녀를 위한 입시 컨설팅부터 해외 연수, 유학 상담까지 해주며 고객 잡기에 안간힘을 쓰고 있다. 18일 금융권에 따르면 신한은행은 우수 고객을 대상으로 지난달에 이어 오는 7월에는 대학 수시, 12월에는 정시 입시 설명회를 열 예정이다. 최근 인기몰이 중인 드라마 '스카이캐슬'에 나오는 입시 코디까지는 아니지만 유명 입시학원과 제휴를 맺어 진행하다 보니 중·고등학생 자녀를 둔 PB 고객이라면 꼭 들어야 할 필수 행사로 입소문을 타고 있다.우리은행은 우수 등급 '투 체어스' 고객 자녀에게 유학할 때 필요한 서류와 송금 절차, 현지 정보 등을 알려주는 글로벌 서비스를 운영한다. 미국을 포함해 우리은행 해외 지점이 있는 나라에 유학 계획이 있으면 나중에 현지에 갔을 때 은행 계좌를 곧바로 이용하도록 해주는 '사전 계좌 개설 서비스'도 진행한다.SC제일은행 우수 고객의 자녀는 국내와 해외를 누비며 견문도 쌓고 경제도 배우는 리더십 프로그램에 참여할 수 있다. 21~25일에는 우수 고객 중·고등학생 자녀들이 싱가포르를 찾아 현지 스탠다드차타드은행과 싱가포르국립대 견학 등 코스를 밟는다. 초등학생부터 대학생을 대상으로 연 3회 열리는 이 행사는 지금까지 800여 명이 참여했다. KB국민은행은 개그우먼 박나래 등 인기 연예인들이 자신의 꿈과 희망에 대해 10·20대에게 진솔하게 얘기하는 '희망든든 토크콘서트'를 지난해에 이어 올해도 열 계획이다. 콘서트 참가 대상은 PB센터나 골드&와이즈 라운지 운영점 고객의 자녀들이다.은행들은 2세들의 인맥 만들기도 도와주고 있다. KEB하나은행은 2000년부터 매년 우수 고객 자녀들의 만남을 주선하고 있다. 지금까지 40쌍의 부부가 은행 덕택에 탄생했다. 신한은행도 자사 PWM센터에서 관리하는 고객들의 미혼 자녀들을 연결해주는 세미나와 문화행사를 개최하고 있다.[김태성 기자]▶매경 뉴스레터 '매콤달콤'을 지금 구독하세요▶뉴스 이상의 무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004291424
1명 뽑는 대입전형에 5명 동원 '허수지원' : 네이버 뉴스,2019.03.21,YTN,친구들을 동원해 '허수지원'으로 대학 입시 경쟁률을 높인 20대가 검찰에 넘겨졌습니다.경기 수원중부경찰서는 업무 방해 혐의로 21살 남 모 씨를 기소 의견으로 검찰에 송치했다고 밝혔습니다.남 씨는 2019학년도 홍익대학교 신입생 특별전형에 지인 5명을 동원해 인위적으로 입시 경쟁률을 높인 혐의를 받고 있습니다.경찰 조사에서 남 씨는 1명을 뽑는 해당 전형의 실시간 경쟁률이 높아지면 다른 학생들이 지원하지 않을 것이라는 생각에 범행을 저질렀다고 진술했습니다.홍익대학교는 남 씨의 범행 사실을 확인하고 합격을 취소했습니다.김다연[kimdy0818@ytn.co.kr] ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기 [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지],https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001268834
"[가보입시데이]경상남도 지정 유망축제, 제47회 의병제전 : 네이버 뉴스",2019.04.13,뉴시스,"【의령=뉴시스】지난해 의병제전의 모습. 2019.04.13. (사진=의령군 제공) photo@newsis.com【의령=뉴시스】김기진 기자 = 4월의 햇살이 따사로움을 더해 갈 무렵, 충의의 고장 경남 의령에는 임진왜란시 전국 최초로 의병을 일으킨 망우당 곽재우 장군을 비롯한 17장령과 수많은 의병을 추모하기 위한 '의병제전'이 열린다. 올해 47회째를 맞이하는 의병제전은 경상남도 유망축제로 선정, '홍의장군의 지혜를 배우다'라는 주제로 오는 18일부터 21일까지 4일간 의령 서동생활공원을 비롯해 의령군 일원에서 펼쳐진다.올해는 지난해까지 공설운동장에서 개최했던 기념식과 이호섭가요제를 비롯해 모든 행사를 의령 서동생활공원으로 일원화하고 방문객을 맞이한다. 특히 의령의 깨끗한 자연환경과, 서동생활공원의 아름다운 경관, 그리고 휴식공간을 활용하여 방문객들이 가족과 함께 쉬면서 즐길 수 있도록 조성할 예정이다.첫 날인 18일 오후 2시에는 충익사 사당에서 추모제향을 시작으로 곽재우 장군이 의병을 모집했던 현고수에서 혼불채화와 함께 축제의 서막을 알리는 의병의 혼불이 의병탑으로 향한다.더불어 오후 6시 30분부터 축제의 흥겨움을 더할 북놀이와 축등행렬이 이어져, 의병교에서 혼불을 맞아, 군민의 마음을 모아 의병탑에 혼불을 안치한다.【의령=뉴시스】지난해 의병제전의 모습. 2019.04.13. (사진=의령군 제공) photo@newsis.com이날 혼불안치식 후에는 의병교에서 군민의 안녕과 축제의 성공을 기원하는 달빛 낙화놀이가 오후 7시 30분에 펼쳐진다. 낙화놀이는 전통 불꽃놀이로 참나무껍질 등을 숯으로 만들어 한지에 말아 불을 붙이면 불꽃이 날아가는 모양이 장관을 이룬다. 의령천의 맑은 물과 보름달이 어우러져 아름다운 정취를 자아낼 것이다.축제 두 번째 날인 19일에는 임진왜란시 곽재우 장군의 오지거를 모태로 의병의 횃불행진과 퍼레이드가 충익사에서 서동생활공원으로 이어진다. 임란창의 427주년의 의미를 담아 427개 횃불을 주민과 관광객이 함께 참여, 의병의 함성을 느끼는 퍼레이드를 진행한다. 자녀와 함께 역사여행을 하면서 의병의 함성을 느끼는 횃불행진에 참여해보는 것도 좋을 듯하다.【의령=뉴시스】지난해 이호섭 가요제의 모습. 2019.04.13. (사진=의령군 제공) photo@newsis.com세 번째 날인 20일에는 토요애 수박축제가 오전 10시부터 서동생활공원 기오름 마당에서 열리고 주변에는 수박터널, 문양수박, 수박화채 등 방문객의 오감을 자극하는 다양한 볼거리와 먹거리가 준비된다. 이어서 의령출신 이호섭 작곡가와 함께하는 제5회 이호섭가요제가 서동생활공원 의병특설무대에서 열린다. 신인가수 발굴을 위한 이번 가요제에는 전국의 가수지망생이 참여하여 열띤 경쟁을 펼치고 축제장을 후끈 달아오르게 할 것이다.축제 마지막 날에는 의병의 함성을 담은 의병마라톤 대회가 의령공설운동장에서 펼쳐진다. 더불어 청춘의령의 열기를 느낄 수 있는 청소년 한마음 축제가  21일 일요일 오후에 서동생활공원에서 열린다. 이날 무대에는 의령의 젊은 청춘남여의 열정과 패기를 한껏 느낄 수 있을 것이다.이와 함께 축제장에는 의병체험장과 의령큰줄땡기기를 비롯한 의령전통한지, 솟대만들기를 비롯해서 공예체험 등 아이들과 함께 즐길 수 있는 다양한 체험거리가 마련되어 있다.【의령=뉴시스】지난해 의병제전에서 같이 열린 토요애 수박 축제의 모습. 2019.04.13. (사진=의령군 제공) photo@newsis.com특히 역사축제의 특성화와 문화관광축제 도약을 위해 의전위주의 기념식에서 탈피, 개막행사로 전환하고 개별 행사마다 관광객이 참여할 수 있도록 야간행사 위주로 진행된다. 축제장 입구에는 의병주제관을 설치하여 의병에 대한 역사교육과 체험이 이어지도록 배치하였다.또한 의령지역 의병의 특징인 홍의장군을 특성화하여 '홍의드레스코드'를 운영, 관광객과 방문객이 '홍의철릭'을 입고 축제장을 돌아 다니는 관광객 참여형 축제로 만들 예정이다.이외에도 홍의장군 골든벨, 어린이 홍의장군 선발대회, 맨손물고기 잡기, 어린이 인형극 등 아이들이 맘껏 뛰놀고 즐길 수 있는 프로그램과 함께 농악과 색소폰 경연대회, 민속소싸움대회 등 다양한 문화행사가 준비되어 있다.sky@newsis.com▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0009171961
미국판 스카이캐슬 입시비리에 美사회 경악…유명인사 다수 연루 : 네이버 뉴스,2019.03.14,edaily,"美NBC방송 핵심 인물 릭 싱어 통화내용 확보FBI·검찰 '33명 학부모 연루' 보다 훨씬 큰 규모현재 확인된 뇌물액수만 2500만 달러 달해유명 배우, 세계최대 채권펀드 전 CEO 등 이름 올려사진=AP연합[뉴욕=이데일리 이준기 특파원] 유명 연예인과 기업 임원 등이 연루돼 이른바 ‘미국판 스카이캐슬’로 불리는 초대형 입시비리 스캔들의 파장이 예상보다 더 커질 것으로 보인다. 스캔들에 연루된 학부모의 수가 애초 알려진 것보다 훨씬 큰 규모인 것으로 파악되면서다. 이들 대부분은 ‘가장 부유한 가정’의 학부모라는 점에서 미국 사회는 사실상 패닉에 빠졌다. 13일(현지시간) 미국 NBC방송이 확보한 이번 스캔들의 핵심 인물인 입시 브로커 릭 싱어(사진)의 통화내용을 보면, 싱어는 “미국에서 가장 부유한 가정의 자녀가 학교에 입학하도록 도와줬다. 761가족이 옆문으로 들어갈 수 있게끔 편의를 봐줬다”고 했다. 앞서 매사추세츠 검찰과 연방수사국(FBI)은 전날(12일) 싱어에게 거액을 주고 자녀를 예일·스탠퍼드·조지타운 등 명문대에 부정 입학시킨 6개주(州) 학부모 33명과 이들로부터 뇌물을 받은 대학 관계자 및 운동부 코치 등 모두 50명을 기소했다고 밝힌 바 있다. 총 뇌물 액수만 2500만달러(283억원)에 달한다. 검찰 및 FBI는 “입시 비리 기소 건수 기준으로 역대 최대 규모”라고 했지만, 만약 싱어의 통화내용이 사실로 확인된다면, 향후 파문은 일파만파의 양상으로 흐를 것으로 관측된다. 싱어는 커닝은 물론, 대리 시험, 정답 바꿔치기, 전형 자료 조작 등 말 그대로 모든 불법행위를 총동원했다. 축구의 ‘축’자도 모르는 여고생을 예일대 축구 특기생으로 보내고자 고교 축구 경기 사진에 그녀의 사진을 합성시키고 수상 경력을 위조했다. 그는 학부모로부터 120만달러를 챙겼다. 멀쩡한 학생을 장애아로 위장한 뒤 시험감독관의 보조를 받도록 해 정답을 받아 적은 경우도 있었다. 이 학생의 부모는 싱어에게 5만달러를 줬으며, 해당 학생은 서던캘리포니아대(USC)에 입학했다. 명문대 대학생을 회유해 미국의 수능 격인 SAT를 대리 응시토록 하는 수법은 7만5000달러를 받았다. 일부 학부모는 금융 기록을 남기지 않기 위해 페이스북 주식 등으로 비용을 지불하는 치밀함도 보였다.싱어는 드라마 ‘스카이캐슬’에서 시험지 유출 등 부정행위를 서슴지 않았던 입시 코디네이터 김주영 역을 연상시켰다는 평가가 나온다. 그의 범행이 발목 잡힌 건 FBI의 함정수사 때문으로 알려졌다. 그는 FBI 및 검찰에 범행 사실 대부분을 실토한 것으로 전해졌다. 파장이 커진 건 스캔들 연루 학부모 사이에 유명인사들이 대거 포함됐기 때문이다. TV 시트콤 ‘풀하우스’에 나온 로리 러프린, ABC 인기 드라마 ‘위기의 주부들’의 주역 펠리시티 허프먼, 세계 최대 채권펀드 핌코의 전 최고경영자(CEO)인 더글러스 호지, 글로벌 사모펀드 TPG 창업자 빌 맥글래샨 등이 이름을 올렸다. 기소된 학부모와 관계자들은 사기공모·업무방해 등의 혐의가 확정될 경우 최대 20년형에 처해질 수 있다. 부정 입학한 학생들은 입건은 피했지만, 향후 퇴학 등의 조치가 예상된다. 사기·공갈·돈세탁·사법방해 등의 혐의를 받은 싱어는 최대 65년형이 가능하다.이준기 (jeke1@edaily.co.kr)총상금 600만원, 이데일리 사진 공모전 [나도 사진 기자다▶]네이버에서 이데일리 [구독하기▶] , 빡침해소!청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=018&aid=0004330120
미국판 스카이캐슬? 입시비리로 배우·기업인 50명 적발…뒷돈만 283억 : 네이버 뉴스,2019.03.13,아시아경제신문,"[아시아경제 조슬기나 기자] 미국에서 명문대학에 자녀를 입학시키기 위해 입시브로커에 거액을 건넨 혐의로 유명 TV스타, 배우, 기업 최고경영자(CEO) 등 50명 상당이 무더기 적발되는 대형 입시비리 사건이 터졌다. 이들은 뇌물을 통해 자녀의 입학 시험점수를 부풀리거나 대리시험을 칠 수 있게 공모하는가 하면, 스포츠특기생 등 입학에 유리한 요건이 적용될 수 있도록 부정을 시도했던 것으로 확인됐다. 미 NBC방송은 12일(현지시간) 보스턴 연방지방검찰청을 인용해 2500만달러(약 283억원) 규모의 대학입시 부정행위로 기소된 50인 중 할리우드 배우 로리 러프린과 펠리시티 허프먼 등이 포함돼있다고 보도했다. 이들은 자녀가 조지타운, 스탠퍼드, 예일 등 명문대 특기생으로 입학할 수 있도록 입시브로커에 거액의 뇌물을 주고 부정입학을 시도한 것으로 확인됐다. 엣지 칼리지 앤 커리어 네트워크라는 회사를 통해 이번 사건을 공모한 윌리엄 릭 싱어는 이날 오후 대학입시 부정 공모행위, 돈세탁, 탈세, 공무집행 방해 등 4가지 혐의를 모두 인정했다. 유죄 확정 시 최대 65년형의 징역, 벌금 125만달러 등이 선고될 수 있을 것으로 보인다고 CNN은 보도했다.   인기 TV드라마 '위기의 주부들'에 출연한 허프먼은 첫째 딸이 SAT에 무제한으로 응시할 수 있도록 1만5000달러를 브로커에게 지불했다. 또한 둘째 딸의 시험성적을 부풀릴 수 있는 방안도 논의했던 것으로 확인됐다. 풀하우스에 출연한 여배우 러프린과 패션디자이너인 남편 역시 두 딸을 서던캘리포니아대학(USC)에 입학할 수 있도록 총 50만달러에 달하는 뇌물을 전달하기로 했던 것으로 전해졌다. 검찰은 이 같은 계획을 비밀로 하자는 브로커의 이메일에 러프린이 동의했다고 설명했다.미 연방수사국(FBI) 관계자는 이날 보스턴에서 진행된 기자회견에서 ""일부 학부모들은 자녀가 명문대에서 입학 허가를 받을 수 있도록 650만달러까지 건넸다""며 ""그들의 행동은 의심할 여지없이 이기적이고 수치스러운 짓""이라고 말했다. 해당 대학들은 일제히 수사에 협조하겠다는 성명을 발표하는 한편, 입시비리에 연루된 것으로 확인되는 대학 운동부 코치 등을 해고하겠다는 방침을 밝혔다. 검찰은 대학의 조직적 개입은 없었던 것으로 보인다고 전했다.조슬기나 기자 seul@asiae.co.kr▶ 아시아경제 채널 추가하고 에어팟, 해외여행비 받자!▶ 재미와 신기 '과학을읽다' ▶ 꿀잼 '인기만화'<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=277&aid=0004428775
"대법, '입시 지정곡 유출' 한예종 前 교수 유죄 확정 : 네이버 뉴스",2019.01.16,YTN,"한국예술종합학교 성악과 입시 실기시험 지정곡을 유출한 혐의로 재판받은 전직 대학교수에게 유죄 판결이 확정됐습니다.대법원은 공무집행방해와 공무상 기밀누설 등 혐의로 기소된 한예종 성악과 전 교수 61살 최 모 씨의 상고심에서 징역 5개월에 집행유예 1년을 선고한 원심판결을 확정했습니다.최 씨는 한예종에 재직하던 지난 2015년 3월 2016학년도 성악과 입시 실기시험 지정곡 10곡을 휴대전화 문자메시지로 제자이자 개인교습 강사인 이 모 씨에게 두 차례에 걸쳐 전달한 혐의로 재판에 넘겨졌습니다.입시 전에 유출 사실을 확인한 한예종은 시험일정을 한 달 미루고 시험방식을 지정곡 심사에서 자유곡 심사로 변경했습니다.1·2심은 피고인이 지위를 망각하고 실기시험 지정곡을 유출해 공정경쟁과 기회균등을 훼손하고 입시의 신뢰를 추락했다며 혐의를 유죄로 판단했고, 대법원도 하급심 판단이 옳다고 봤습니다.조성호 [chosh@ytn.co.kr] ▶ 24시간 실시간 뉴스 생방송 보기  ▶ YTN이 드리는 무료 신년 운세 [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001241465
