title,date,press,contents,link
대교협 '선진형 대입전형 워크숍' 개최 : 네이버 뉴스,2009.04.03,뉴시스,"【서울=뉴시스】 3일 오후 양재동 교육문화회관에서 한국대학교육협의회(대교협) 주최로 열린 '선진형 대입전형 워크숍'이 열리고 있다. 주요대학 총장 30여 명이 참석한 이 워크숍에서는 대입 자율화의 바람직한 방향에 대해 대학총장들이 의견을 교환하고 선진형 입시제도를 위한 공감대를 형성하기 위해 마련됐으며, 7시간에 걸쳐 발제와 토론이 이어졌다. /김선아기자 avatar73@newsis.com",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0002606082
홍대 미대 교수 입시 비리 내사 : 네이버 뉴스,2009.03.11,국민일보,"서울중앙지검 특수3부(부장검사 김기동)는 홍익대 미대 일부 교수가 돈을 받고 입시에 관여했다는 첩보를 입수, 내사에 착수했다고 11일 밝혔다.검찰은 ""미대 교수 7명이 지속적으로 입시비리를 저질렀다""며 홍대측에 내부 고발했던 미대 김모 교수를 최근 참고인 자격으로 소환해 조사한 것으로 전해졌다.검찰은 미대 교수 2명이 2007년 11월 미술대학원 면접 때 응시자 8명의 이름을 적은 쪽지를 심사위원들에게 전달해 높은 점수를 주도록 했다는 의혹에 대해 사실관계를 확인할 계획이다. 또 미대 일부 교수가 지난해 입시에서 자신의 자녀를 합격시키기 위해 실기시험 채점 과정에 개입했다는 의혹에 대해서도 조사할 예정이다.김경택 기자 ptyx@kmib.co.kr<GoodNews paper ⓒ 국민일보. 무단전재 및 재배포금지>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0000352867
'입시 부정 의혹' 고려대 상대 집단소송 냈다 : 네이버 뉴스,2009.03.17,OhmyNews,[오마이뉴스 윤성효 기자]          ▲  박종훈 경남도교육위원이 고려대를 상대로 한 손해배상청구소장을 학생과 학부모들을 대신해서 17일 오후 창원지방법원에 접수시켰다. 			   ⓒ 윤성효       고려대 2009학년도 입시(수시 2-2 일반전형)에 응했다가 탈락한 학생과 학부모들이 대학을 상대로 집단손해배상청구소송을 냈다. 전국 18명의 학생·학부모들은 고려대에 대해 입시 오류 내지 부정 의혹을 제기하면서 소송을 제기한 것이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=047&aid=0001952169
외고·과학고 입시 어떻게 바뀌나(종합) : 네이버 뉴스,2009.06.03,아시아경제신문,"외고 지필형 면접 금지, 수학·과학 가중치 없애 난도 높은 듣기평가 '공동출제' 협의 중 외고 입시에서 지필형 면접을 금지하고 과학고 입시에서는 각종 경시대회 및 영재교육원 수료자 특별전형을 폐지하는 등 특수목적고 입시 개선안이 마련됐다. 3일 교육과학기술부는 이러한 내용의 사교육 경감 대책을 확정·발표함에 따라 현재 중학교 2학년이 치르게 될 2011학년도 특목고 입시에서부터 전형 방법이 크게 바뀌게 된다. 먼저 외고의 경우 올해 2010학년도 입시부터 구술면접 때 지필형 문제를 출제하는 것이 금지된다. 내년부터는 중학교 내신 반영에서 수학·과학 과목에 과도한 가중치를 둘 수 없도록 했다. 또 선행학습이 요구되는 각종 경시ㆍ경연대회 수상실적 반영을 금지하고 중학교교육과정을 넘어서는 문제를 출제하지 않도록 모니터링을 강화하기로 했다. 아울러 지난달 21일 공청회에서 외고 사교육의 원인으로 지목됐던 난이도 높은 영어듣기평가 문제 대해서는 각 학교별로 출제됐던 듣기평가를 외국어고 공동출제로 전환하고, 중학교 교육과정과 수준에서 출제하는 지를 검토·확인 할 수 있도록 중학교 교사의 공동출제 참여 방안이 협의중에 있다. 과학고 입시에서는 사교육을 성행시키고 있는 각종 경시대회 및 영재교육원 수료자 특별전형을 2011학년도 입시부터 없애기로 했다. 이를 대신해 입학사정관 전형, 과학캠프를 활용한 창의력 측정 전형이 신설된다. 또한 국제 올림피아드 출전자 선발방식을 현재의 지필고사 형태에서 학교장 추천 및 학회심사로 대체하기로 했다. 영재학급, 영재교육원 교육 대상자 선발방식도 시험이 아닌 학교 추천 방식으로바꾸고 영재교육 대상자를 올해 총 5만5000명 수준에서 2012년까지 총 20만명 이상으로 대폭 확대할 계획이다.또한 교과부는 내신 사교육 경감을 위해 중·고등학교의 중간·기말고사 기출문제를 학교 홈페이지에 공개하는 것을 추진하면서 외고와 과학고의 입시 기출문제 또한 공개한다는 방침이다. 김보경 기자 bkkim@asiae.co.kr<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002169815
“새내기 대학생 90％ 입학하니 취업 걱정” : 네이버 뉴스,2009.03.20,financial news,"【부산=노주섭기자】 올해 대학에 입학한 새내기 10명 중 9명이 벌써 취업걱정을 하고 있다는 조사결과가 나왔다. 부산의 경남정보대는 최근 올 신입생 2318명을 대상으로 의식실태 조사를 실시한 결과 ‘입학 후 취업걱정을 하는가’라는 질문에 1074명(46.3%)이 ‘조금 한다’, 968명(41.8%)은 ‘매우 많이 한다’고 대답해 전체 응답자의 88.1%가 취업압박을 느끼는 것으로 나타났다고 19일 밝혔다. 조사결과에 따르면 ‘취업을 위해 가장 필요한 것’으로는 1024명(44.2%)이 인성을 꼽았고 다음은 다음은 자격증(598명·25.8%), 어학(418명·18%), 학점(258명·11.1%) 등 순이었다. ‘사회생활 성공에 영향을 미치는 요소’를 묻는 질문에는 성실(1150명·49.6%)과 인맥(592명·25.5%), 실력(544명·23.5%)을 꼽았다. 또 ‘재학기간에 치중해야 할 부분’으로는 학점관리(1388명·59.9%)라고 응답한 학생이 가장 많았고 어학 및 자격증 취득(804명·34.7%)이 뒤를 이었다.  동아리 활동과 새로운 친구 만들기라는 응답은 각각 20명(0.9%)과 86명(3.7%)에 불과, 취업에 밀려 ‘대학의 낭만’은 뒷전으로 밀려나고 있는 것으로 조사됐다. 아르바이트 여부를 묻는 질문에는 전체의 70.8%인 1642명이 올 여름방학에 아르바이트를 하겠다고 대답했으며 이들 중 80.5%인 1322명은 ‘등록금 마련을 위해’ 아르바이트를 하겠다고 밝혀 최근의 경제난을 그대로 반영했다. /roh12340@fnnews.com※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지[☞ First-Class경제신문 파이낸셜뉴스 구독신청하기]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0002112830
[He&She;] 미국 대입교육 보급하는 C2 에듀케이션 회장 김재승 : 네이버 뉴스,2009.03.25,신동아,"[신동아]    “미국 교육 커리큘럼으로 한국 교육계에 바람을 일으키고 싶습니다.” 재미사업가 김재승(58)씨가 한국에 교육센터 C2를 열며 내건 포부다. 그는 ‘미국 대학이 원하는 모든 것을 가르치는 코스’를 운영할 계획이다. 현재 분당, 일산, 잠실에 C2 캠퍼스를 연 상태다. 내년 하반기까지는 서울 목동, 대치, 중계, 압구정, 부천, 안양 등에 캠퍼스를 확대할 예정이다.  C2의 모체는 김씨의 아들 김준희(30)씨가 만들었다. 하버드대 경제학도였던 그는 친구들과 함께 지역 인근 학생들을 가르치다 교육 노하우를 알게 됐다. 지식 전달보다 학습 동기 유발이 중요함을 깨달은 것. 그 때문인지 C2는 카운슬링 기능이 우수한 편이다. 3시간에 걸친 테스트로 학생수준을 14단계로 나눈 뒤, ‘검증받은 원어민 교사’에게 교육받게 하는 점도 눈에 띈다.  이 교육업체는 설립 8년 만인 현재 16개주, 11개 센터로 늘어났고 학생수는 1만5000여 명에 달한다. 주된 고객은 백인 주류 계층 학생들이고 아시아계 학생은 30% 정도다. 워싱턴, 일리노이, 텍사스, 조지아, 플로리다, 버지니아, 메릴랜드, 필라델피아, 뉴저지 등에서는 ‘낙제학생방지’ 공식 업체로 선정돼 연방정부의 지원을 받아 부진아 학습을 돕고 있다.    글/ 이혜민 기자  behappy@donga.com  사진/ 동아일보",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=262&aid=0000002264
노량진 입시학원생 10여명 식중독 증세 : 네이버 뉴스,2009.03.13,연합뉴스,"(서울=연합뉴스) 이준삼 기자 = 서울 노량진의 한 입시학원 수험생들이 식중독 증세를 보여 보건당국이 역학 조사를 벌이고 있다.     13일 보건당국과 학원 측에 따르면 이날 오전 학생 일부가 복통과 설사로 고생했다고 호소해 전날 저녁 학원에서 제공한 도시락을 먹은 학생 110여명을 병원으로 데려가 검사를 한 결과 10여명이 식중독 증세를 보였다.    그러나 학생들 대부분은 증상이 가벼워 곧바로 학원으로 복귀했으며, 복통이 심한 1명만 오후 1시까지 치료를 받고 퇴원했다.    보건당국은 인근 급식업체에서 제공한 도시락에 문제가 있었던 것으로 보고 이 도시락에 사용된 음식물을 수거해 역학 조사를 벌이고 있다.    jslee@yna.co.kr< WBC의 생생 현장! 3210 + 무선인터넷키 > <긴급속보 SMS 신청> <포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0002552593
대입 사정관 인증제 올해 도입 : 네이버 뉴스,2009.03.09,서울신문,"[서울신문]올해 대학입학사정관 인증제가 도입된다. 성적 위주가 아닌 학생의 잠재력과 창의력 등을 토대로 신입생을 선발하기 위해서다.안병만 교육과학기술부 장관은 8일 오전 방송된 한국정책방송 KTV 정책대담에 출연해  “입학사정관을 잘 양성할 수 있는 프로그램을 올해에 내놓고 이 프로그램을 운영할 수 있는 대학, 연구소 4~5곳을 선정하려고 한다.”고 밝혔다. 안 장관은 이어 “좋은 환경에서 수능 200점을 받은 학생과 그렇지 못한 여건에서 200점을 받은 학생 중 어느 학생이 더 뛰어난 학생이냐.”면서 “단지 점수로만 자르면 잘 드러나지 않는다. 그걸 변별해 내는 것이 입학사정관의 역할”이라고 설명했다.이에 따라 교과부는 입학사정관에게 필요한 상담기법이나 전문지식 등을 가르칠 전문강좌 프로그램을 운영할 대학을  올 상반기 중으로 대학이나 전문 연구기관으로부터 신청받아 4~5곳을 선정할 계획이다. 박현갑기자 eagleduo@seoul.co.kr‘맛있는 정보! 신선한 뉴스!’ 서울신문(www.seoul.co.kr)[☞ 서울신문 구독신청] [☞ 제8회 서울신문 하프마라톤대회 참가신청]- Copyrights ⓒ서울신문사. 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=081&aid=0002002052
대입.국가시험 응시료 환급기간 확대 : 네이버 뉴스,2009.05.24,연합뉴스,"(서울=연합뉴스) 강영두 기자 = 국가기술자격시험은 시험 하루 전까지, 대학(원) 입학시험은 시험 열흘 전까지, 공무원 채용시험은 원서접수 마감 후 열흘까지로 응시수수료 환급기간이 확대될 전망이다.    또 수입증지 부착방식이던 일부 시험의 수수료 납부가 온라인을 이용한 전자결제 방식으로 바뀔 것으로 보인다.    국민권익위원회는 이 같은 방식으로 국가시험 제도를 개선하도록 노동부와 행정안전부 등 55개 기관에 권고했다고 24일 밝혔다.    이에 따라 민간 주관 시험보다 국가시험의 환불제도가 응시자에게 불리하게 운영된 데 따른 민원이 적잖이 해소될 전망이다.    권익위가 최근 581종의 국가기술자격시험과 128종의 국가전문자격시험, 공무원시험 9종, 대입 등 총 719개 시험에 대한 응시 수수료 환급실태를 조사한 결과, 대부분의 기관이 원서 접수기간 내에 취소할 때만 응시료를 환불해 주고 있다.    심지어 대입이나 초중등교사 임용, 공인회계사, 보험계리사, 자동차운전면허 시험 등은 접수기간 내 취소를 해도 응시료를 환급해주지 않는 것으로 파악됐다.    아울러 일부 시.도의 교사 임용과 도선사, 수의사, 무대예술전문인 시험은 아직도 수입증지 부착방식으로 응시 수수료를 받고 있어 아예 환급이 불가능할 뿐 아니라 수험생의 불편도 가중시키고 있는 것으로 나타났다.    권익위 관계자는 ""이번 제도개선을 통해 연간 1천만 명 이상 응시하는 각종 국가시험과 대입시험 응시자들의 권익이 확대돼 경제적 손실이 예방되고 국가시험의 공신력도 높일 수 있게 될 것""이라고 말했다.    k0279@yna.co.kr<긴급속보 SMS 신청> <포토 매거진> < M-SPORTS ><저작권자(c)연합뉴스. 무단전재-재배포금지.>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0002676339
[입시혁명]“사정관제도 사교육으로?” 업계 들썩 : 네이버 뉴스,2009.03.12,헤럴드경제,"입학사정관제 도입 확대 등 입시 개혁안이 발표되면서 사교육업계가 들썩이고 있다. 입시사정관제는 공교육 강화 방안. 그러나 사교육업체들은 “결국 이번에도 사교육이 승리할 것”이라며 ‘입학사정관제 맞춤 교육’준비에 나섰다. 한 입시학원업체 관계자는 12일 “현 정부의 교육정책은 입시에 대한 대학의 자율성과 수월성에 주안점을 두고 있어, 각 대학들이 앞다퉈 자율성이 보장된 입학사정관제를 사실상 정부의 도움 아래 도입하고 있다”며 “상당수 사교육업체들도 경시대회라든가 자기소개서 등 이른바 입학사정관제에 맞춘 교육 커리큘럼을 준비하고 있다”고 전했다.실제로 지금까지 각 대학들은 ‘한 가지만 잘해도 대학 간다’는 국민의 정부ㆍ참여정부 때의 교육 모토에 맞춰 수학, 영어, 심지어는 컴퓨터 등 각종 경시대회 성적을 입시에 반영하는 특기자 전형을 앞다퉈 도입했다. 그 결과, 1000여개가 넘는 경시대회가 난립했고, 수험생은 1인당 보통 5~6개의 경시대회를 봤다. 경시대회 전문학원까지 등장하면서 오히려 사교육이 난립하는 기현상이 발생했다. 결국 상당수 경시대회가 폐지됐다.하지만 정부가 도입하는 입학사정관제는 학생부와 각종 성적을 적극적으로 반영하자는 것이 골자다. 그러나 서울대가 14명, 다른 대학들은 6~8명이 그나마 대부분 비상근으로 활동하는 입학사정관 인력 현실상 학생부상의 보다 정량화(定量化)된 내용을 위주로 학생들을 평가할 수밖에 없다. 경시대회 같은 각종 상훈 경력을 눈여겨볼 수밖에 없다는 게 교육전문가들의 지적이다. 결국 경시대회나 토익ㆍ토플 등 각종 영어성적에 대한 대비를 위해 사교육업체들이 학생들을 움직일 수밖에 없다는 것이다.입학사정관제에 핵심이라 할 수 있는 자기소개서나 학업계획서도 마찬가지다. 강남 지역 한 논술학원 강사는 “최근 정시전형에서 논술고사를 보는 학교들이 대폭 줄어들면서 일부 논술학원이 자기소개서나 학업계획서 관련 강의를 준비하고 있다는 이야기가 들린다”고 말했다. ‘글쓰기’에 어려움을 겪는 학생들이 상당수인 만큼 이에 관한 사교육의 수요를 쫓아가겠다는 것이다. 유성룡 입시정보실장은 “사교육은 이윤 창출이 목적인 만큼 교육 환경 변화에 민감하다”며 “대학에 자율성을 주고 우수한 인재에게 기회를 주겠다는 입학사정관제가 사교육시장의 움직임에 따라 변질될까 우려된다”고 말했다.  신상윤ㆍ임희윤 기자/ken@heraldm.com - '대중종합경제지' Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=016&aid=0000298220
