title,date,press,contents,link
빈틈없이 들어찬 대입 설명회장 : 네이버 뉴스,2014.12.06,뉴시스,"【서울=뉴시스】박문호 기자 = 6일 오전 서울 강남구 선릉로 진선여자고등학교 대강당에서 열린 종로학원 하늘교육 대입설명회를 찾은 많은 수험생과 학부모들이 설명회장을 가득 채우고 있다. 이날 설명회에서는 2015 정시 합격선을 예측하고 수능 점수대에 따른 과목 간 유불리 분석, 현재까지 대학별 모의지원 상황 등을 공개한다. 2014.12.06. go2@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0006237968
체육관 가득메운 '입시인파' : 네이버 뉴스,2014.12.07,뉴스1,"(서울=뉴스1) 한재호 기자 = 2015학년도 대학수학능력시험 성적표가 배부된 후 첫 주말을 맞은 7일 서울 성동구 한양대학교 올림픽체육관에서 교육업체 진학사 주최로 열린 '2015학년도 정시 합격전략 설명회'에서 행사장을 가득 메운 수험생과 학부모들이 강사의 지원전략에 대한 설명을 듣고 있다. 2014.12.7/뉴스1kali@[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0001154426
'입시를 향한 좁은 문' : 네이버 뉴스,2014.12.05,뉴스1,"(서울=뉴스1) 안은나 기자 = 5일 오후 서울 광진구 건국대학교 새천년기념관에서 열린 유웨이중앙교육 '2015 정시 입시전략 설명회'에서 학부모와 수험생들이 객석이 가득차자 문가에서 설명을 듣고 있다. 2014.12.5/뉴스1coinlocker@[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0001152573
"中 예술대학 입시 100:1 경쟁률…""성형미인은 탈락"" : 네이버 뉴스",2015.03.01,MBC,"[뉴스데스크]◀ 앵커 ▶중국에서는 연예인 지망생이 늘면서 예술대학 입시경쟁률이 사상 최고를 기록하고 있는데요.대학 측에서 재미있지만 엄격한 기준을 실시했습니다.소위 성형발, 화장발 모두 탈락시키겠다는 겁니다.베이징에서 김대경 특파원입니다.◀ 리포트 ▶세계적 영화감독 장이머우와 첸 카이거를 배출한 중국 영화의 산실 베이징 영화학원.50명을 뽑는 연기과에 6천여 명이 몰려 123:1의 경쟁률을 보였고 궁리와 탕웨이를 배출한 중앙희극학원도 연기과는 108:1을 기록했습니다.◀ 연기학과 수험생 ▶ ""긴장해 실수했어요. 석 달을 준비했는데 20만 위안(3,500만 원)을 썼어요.""바늘구멍 수준의 예술대 입시를 위해 재수와 삼수는 물론 성형과 화장으로 꾸민 수험생도 늘면서 올해부터 '민낯'이 아닐 경우 아예 응시할 수 없게 했습니다.◀ 중앙희극학원 수험생 ▶ ""화장 검사가 엄격해서 다들 민낯으로 왔어요."" ◀ 베이징 영화학원 수험생 ▶ ""화장한 학생은 쫓아내고 시험을 못 보게 해요.""  중국 영화산업이 올해 미국을 제치고 1위에 오를 거란 전망 속에 입시 부작용을 줄이고 재능있는 배우를 키우겠다는 당국의 의집니다.◀ 상하이 연극학원 부원장 ▶ ""연기에 대한 수험생의 소질을 보는 겁니다. 눈, 코, 입이요? 단정하기만 하면 됩니다.""힘들게 입학해도 유명 스타가 될 확률은 천명당 한 명뿐.하지만 부와 명예를 움켜쥘 수 있다는 무모한 기대 속에 예술대 입시 경쟁률은 계속 치솟고 있습니다.베이징에서 MBC뉴스 김대경입니다.(김대경 특파원 prezkim@imbc.com)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=214&aid=0000470161
"[2016 대학입시 지금 시작하자](하)수능시험, 어떻게 준비할까 : 네이버 뉴스",2015.02.23,매일신문,"수능시험을 준비하는 데 가장 중요한 자료가 수능시험과의 연계율이 70% 내외인 EBS 교재다. 수험생들은 우선 출간된 '수능 특강' 교재를 착실히 챙겨보면서 기초부터 다시 점검해 나가야 한다. 지난해 수능시험이 치러지기 직전 대구 한 고교에서 1, 2학년 학생들이 고3 선배의 선전을 기원하는 메시지를 걸고 있는 모습. 매일신문 DB 대학수학능력시험은 대학입시에서 가장 중요한 전형 요소다. 정시모집은 사실상 수능시험 전형이고, 수시모집에서도 수능시험 결과를 나타내는 지표 가운데 등급을 최저학력기준으로 활용하는 대학이 적지 않기 때문이다. 해마다 상당수 수험생이 수시모집에서 수능 최저학력기준을 넘지 못해 발목을 잡힌다. 따라서 수시모집에 초점을 맞춘다고 해도 수능시험 준비를 소홀히 해선 안 된다. 대구 고교 교사 3명을 통해 수능시험과 연계율이 높은 'EBS 수능 특강' 교재를 어떻게 활용하는 것이 효과적일지 들어봤다. 국어와 영어 학습에 대해 조언한 능인고의 민송기, 박태영 교사는 지난달 출간된 '수능 특강' 교재를 만드는 데 집필진으로 참여한 이들이다. 수학 영역 준비 방법을 들려준 박병석 교사는 2015학년도 수능시험에서 만점자 4명을 배출한 경신고에서도 손꼽히는 수학 교사다. 정리=채정민 기자 cwolf@msnet.co.kr◆국어, 통합 유형 대비를(능인고 민송기 교사)수능시험 국어 영역은 올해가 A, B형으로 치르는 마지막 해다. 현재 수준별 수능시험이라는 애초의 목표는 사라지고 자연계열은 A형, 인문계열은 B형으로 고정된 상황이다. 통합형으로 바뀌는 2017학년도 수능시험부터는 개정된 교육과정을 바탕으로 현재의 A형에 준하는 수준으로 출제될 예정이다. 원래 교육과정이 바뀔 때마다 한국교육과정평가원(이하 평가원)은 고2 학생들을 대상으로 한 예비 평가를 시행, 개정 교육과정의 취지를 반영한 문제들을 많이 선보여왔다. 하지만 2017학년도 수능시험에 대비한 예비 평가를 시행하지 않기 때문에 올해 6, 9월 모의평가와 수능시험은 내년 수능시험으로 가는 일종의 징검다리와 같은 역할을 할 것으로 예상된다. 즉 기존 수능시험의 골격을 유지하지만 조금씩 새로운 유형과 체제를 선보일 전망이다.올해 'EBS 수능 특강'의 국어 영역 집필진이 주안점을 둔 부분도 기존의 유형에 대한 철저한 이해와 새로운 유형에 대한 적응이다. 이론편에서는 교육과정을 요약해 제시했던 작년과 달리 올해는 기출 유형 분석을 통해 평가원이 어떻게, 무엇을 근거로 답을 만들어 내는지 설명했다. 특히 화법, 작문, 문법, 독서, 문학 영역을 통합한 유형의 문제를 각 강에 하나씩 출제했다. 이 문제들은 조금 낯설어 보여도 출제 원리만 안다면 오히려 답을 쉽게 찾을 수 있는 유형이다. 미리 이 같은 문제를 푸는 연습을 해두면 수능시험 때 새로운 유형의 문제가 나오더라도 당황하지 않고 답을 찾을 수 있을 것이다. 올해는 주로 심화 문제 풀이 위주로 구성된 'EBS N제 시리즈'가 수능시험 연계 교재에서 빠지면서 평가원이 연계 출제할 수 있는 글의 범위가 그만큼 줄었다. 따라서 '수능 특강'의 비문학 독서편에는 한 문단만으로도 지문 하나가 될 수 있을 정도로 정보량이 많은 지문도 상당수 출제했다. '파이온'이나 '아파트의 대지권' '욕망의 삼각형'과 같이 한 번도 출제된 적이 없고 어려운 소재들도 다뤘다. 하지만 이 같은 소재를 너무 어렵게만 생각할 필요는 없다. 가령 '파이온'에 대한 내용은 영화 '인터스텔라'에서 봤듯이 중력도 입자의 작용이라는 것을 이해하면 글이 매우 쉽게 읽힌다. 이처럼 어려운 개념은 인터넷 등을 통해 찾아 정리해두는 것이 좋다. 독서편의 지문 가운데 상당수가 1, 2학년 때 치렀던 모의평가 지문에 비해 문장이 길어 잘 읽히지 않는다는 생각을 할 수도 있다. 잘 읽히지 않는 지문일수록 차근차근 끊어 읽는 연습을 하는 게 중요하다.수능 연계 교재의 문학편에 나오는 작품들은 수능시험의 시험 범위라고 할 정도로 확실히 수능시험에 나온다고 장담할 수 있는 부분이다. 그런데 같은 작품을 다뤘다 해도 시중에 나온 문제집들과 수능시험 문제를 살펴보면 미세한 차이가 있다. 수능시험에선 다른 배경 지식을 동원하지 않고 작품 안에 있는 요소들을 철저하게 분석, 감상하는 문제가 많이 나온다. '수능 특강'에서도 이러한 경향의 문제를 많이 냈다. ◆수학, 기초 다지고 반복 학습(경신고 박병석 교사)최근 3년간 수능시험 수학 영역의 경우 난이도는 다소 변해왔지만, 출제 경향은 마치 공식처럼 그 틀을 일정하게 유지하고 있다. 총 30문항 중 EBS 교재 연계 및 기출 문제의 변형으로 27문항 이상 출제되고, 새로운 유형이나 최고 난도 문제는 3문항 이내로 최소화해 출제되고 있다. 이에 따라 EBS 연계 교재와 기출문제만 반복 학습하고도 1등급을 받는 학생이 늘고 있다.수학 영역을 학습할 때는 '꼭 해야 할 것'과 '하면 좋은 것'을 구분하는 게 좋다. '꼭 해야 할 것'이란 EBS 연계 교재와 기출 문제 학습이며, '하면 좋은 것'이란 나머지 모든 입시 교재를 활용한 학습이다. 특히 수능시험형 문제 풀이를 통해 교과서에서 배운 개념의 활용 능력을 키울 수 있는 것이 'EBS 수능 특강' 교재다. 이 교재로 기초 실력을 탄탄히 다져야 실전 문제 중심인 'EBS 수능 완성'과 평가원 기출 문제 학습의 효과를 극대화할 수 있다. 그렇다면 '수능 특강'을 어떻게 활용하면 좋을까. 우선 자신의 현재 실력을 냉정하게 판단해야 한다. 모든 학습에서 기본이 되는 것이 출발점을 파악하는 일이다. 2점이나 3점짜리 기출 문제 풀이에 어려움이 있는 학생이 '수능 특강' 학습에만 매달린다고 성적 향상이 될 순 없다. 반드시 교과서와 같은 기초 개념서를 탄탄히 공부한 뒤 '수능 특강'을 학습하는 것이 좋다. 둘째, 자신의 수준에 맞는 단계별 학습 전략이 필요하다. 먼저 수능 특강 레벨1, 2 부분을 확실히 이해한 뒤 레벨3 부분을 학습해야 한다. 레벨3 부분은 비교적 어려운 문제로 구성돼 각 단원을 심화, 보충 학습하는 과정이어서 처음부터 도전하는 것보다 반복 학습 때 별도로 다루는 게 효과적이다. 한 단원을 학습한 후 수준에 따라 3점 또는 4점짜리 기출 문제를 함께 다뤄보는 게 바람직하다. 셋째, 모르는 문제는 자연스럽게 풀릴 때까지 반복 학습해야 한다. 오랜 시간을 고민한 뒤에야 겨우 풀었거나 정답지 등을 참고해 해결한 문제들은 따로 표시해두고, 3~5일 후 다시 도전해보도록 한다. 다시 도전했을 때도 처음처럼 어렵게 느껴지는 문제는 자연스럽게 풀릴 때까지 일정 기간마다 반복 학습해야 한다. 또 9월 이후 마무리 학습 때도 반드시 이 문제들을 재확인해야 한다. 이런 문제만 모아 시험지 형식으로 만든 뒤 자신만의 모의평가를 치러보는 것도 좋은 방법이다. 넷째, '수능 특강'의 특정 문제를 변형해 만든 문제집을 적절히 활용할 필요가 있다. 물론 이 같은 문제집 전체를 공부하는 게 가장 좋을 것이다. 하지만 학습량에 대한 부담 등을 고려한다면 이 같은 문제집은 '수능 특강'의 보조 교재로 활용해 자신이 취약한 유형, 단원 등만 선별적으로 학습하는 것도 하나의 방법이다. '수능 특강'과 이 교재 속 문제를 다양하게 변형한 것을 함께 학습한다면 응용력을 월등히 높일 수 있을 것이다.◆영어, 온`오프라인 병행 학습(능인고 박태영 교사)수능시험 영어 영역의 전체 문항 수는 예전 수준별 수능시험을 치를 때와 마찬가지로 45문항이다. 하지만 듣기 문항이 22문항에서 17문항으로 줄어들어 읽기 문항의 영향력이 커졌다. 또 수능시험의 출제 범위가 영어Ⅰ, 영어Ⅱ로 한정됐기 때문에 범교과 소재에서 출제됐던 2013학년도 이전의 수능시험보다 어휘와 지문의 난도가 낮아졌다. '쉬운 수능시험'이라는 출제 기조와 맞물려 영어 영역을 어렵게 출제할 수 없게 만드는 근거가 된 것이다. 이번 'EBS 수능 특강' 영어 영역은 이런 변화를 적극적으로 수용해 개발됐다.이번 '수능 특강' 교재를 풀어본 대부분 교사와 수험생의 반응은 예전보다 쉽다는 것이다. 평가원의 철저한 감수를 받아 정상적인 수능시험 범위에 맞게 출제됐고, 어휘도 영어과 교육과정의 기본 어휘 목록에 등재된 범위를 최대한 벗어나지 않으려고 노력한 덕분이다. 이 범위를 벗어나는 경우는 주석을 제시했다. 지문의 소재는 아주 다양하게 선정했지만, 추상적이고 어려운 학술적 개념은 피하려 노력했다. 미국의 전설적인 프로야구 선수 루 게릭의 은퇴 연설문 등 수험생들이 지칠 때 흥미를 줄 수 있는 지문도 일부 배치했다. 또 해설지에서는 학생들이 어려워하는 문법 용어를 되도록 사용하지 않고 쉽게 풀어 설명하려고 했다. '수능 특강'을 공부할 때 아주 효과적인 방법 중 하나는 EBS 홈페이지가 제공하는 독해 지문 MP3 파일을 활용하는 것이다. 지문을 풀고 복습을 한 후 MP3 파일을 틀어놓고 그 속도에 따라 눈으로 지문을 읽으며 바로 해석하는 습관을 기르면 집중력이 높아지고 독해 속도가 빨라진다. 듣기가 약한 학생들이라면 영어 발음에 익숙해지는 데도 크게 도움이 된다.그리고 수능시험 모의평가 성적이 3등급 이하인 학생들은 EBS가 제공하는 '인터넷 수능 특강' 강의를 접해볼 것을 권한다. EBS 교재 강의에만 전념하는 EBS 전속 교사들이 지문을 철저히 분석해 강의하고 풍부한 수업 보충자료도 파일로 제공한다. 전체 과정을 수강하기 힘들다면 자신에게 어려운 유형이나 지문만 선택해 듣는 것도 좋다. 이번 수능시험 영어 영역 학습에서 가장 어리석은 일은 어려운 어휘를 암기하는 데 몰두하는 것이다. 현재 시중에 판매되는 고3용 어휘 교재는 대부분 범교과 소재 때의 수능시험을 기준으로 발간돼 현재의 수능시험 범위를 크게 벗어나기 때문이다. 별도의 어휘 교재를 사지 말고 EBS 교재의 지문을 복습하면서 지문에 나온 어휘를 익히는 것이 가장 효율적이다.이번 수능시험에선 'N제 시리즈'가 연계 교재에서 빠지게 되면서 여름방학 때 '수능 완성'과 'N제'를 동시에 학습하느라 고생할 필요가 없게 됐다. 따라서 마음의 여유를 갖고 빈칸 추론, 글의 순서 찾기, 어법 등 어려운 유형에서 실수하지 않도록 기출 문제를 통해 유형을 익히는 것과 동시에 앞으로 치를 수능시험 모의평가를 철저히 분석해 자신의 취약점을 보완해나가면 될 것이다.ⓒ매일신문 - www.imaeil.com",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000381218
외고 입시 전형 바꿨더니 강남 입학생 늘었다 : 네이버 뉴스,2015.02.23,SBS & SBSi ,"동영상 뉴스       	 	<앵커>올해 외국어고 신입생 가운데 서울 강남 지역의 중학생 비율이 크게 높아진 것으로 나타났습니다. 학생 부담을 줄이겠다고 내신을 절대평가로 바꾸고 면접 비중을 늘린 게 이런 결과로 이어졌다는 분석입니다.정혜진 기자입니다.<기자>서울에 있는 한 외국어 고등학교의 올해 신입생들이 사는 곳을 분석해 봤습니다.강남, 서초, 송파 이른바 강남 3구 출신이 절반 가까운 46%를 차지했습니다.지난해보다 10% 포인트 가까이 증가했습니다.또 다른 외고는 지난해보다 12% 포인트나 많은 67%를 강남 3구 출신으로 뽑았습니다.외고 입시는 중학교 영어 성적과 자기소개서, 면접을 합한 점수로 당락이 결정됩니다.올해 신입생부터는 중학교 성적이 절대 평가로 산출돼 변별력이 떨어지고 상대적으로 면접과 자기소개서 비중이 커졌습니다.[이재진/입시전문가 : 2학년 내신 반영 방법이 절대평가로 변경되면서 내신이 불리했던 강남권 학생들에게 대단히 유리해졌고, 자기소개서와 면접에 대한 대비가 타 지역에 비해 수월했던 부분이 있어서 예년에 비해 합격생들이 늘어난 것으로 보입니다.]중학교의 진학 실적을 보면 외고 신입생의 강남 편중은 더 뚜렷하게 나타납니다.강남 지역 중학교들은 외고 합격자 수가 지난해보다 2배에서 최고 5배 넘게 늘었습니다.공부 부담을 줄이겠다고 도입한 중학교 성적 절대평가가 외고 입시에서 특정 지역 학생들에게 유리하게 작용했다는 비판이 나오고 있습니다. 정혜진 기자 hjin@sbs.co.kr☞ [설 교통정보] 이 시각 귀성·귀경길 소요시간은?☞ [SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS 8News 트위터] [페이스북] [카카오스토리]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=055&aid=0000305098
[2015 대입 정시 가이드-동덕여자대학교] 단과대별 나·다군서 분리 선발 : 네이버 뉴스,2014.12.16,국민일보,"권영국 입학처장 동덕여자대학교는 2015학년도 정시모집에서 단과대학별로 나군과 다군으로 나누어 모집한다. 원서접수는 19∼24일이다. 정시모집 인원은 나·다군 모두 1001명(정원 내)이다. 다만 수시모집 합격자의 등록 여부에 따라 이월하는 인원은 반영되지 않은 것이어서 정확한 모집인원은 대학 입학처 홈페이지에서 확인해야 한다. 일반전형, 농·어촌학생특별전형, 특성화고교특별전형, 기회균등특별전형, 서해5도 지역특별전형은 나군과 다군으로 분리 선발한다. 특성화고졸재직자전형은 다군에서 선발한다. 올해 정시모집에서 크게 달라진 점은 전년도와 달리 나군과 다군에서 인문·자연·예체능계열의 신입생을 단과대학별로 분리하여 모집한다는 것이다. 인문·자연계열의 전형방법은 나군의 경우, 학생부 30%와 수능 70%를 합산하여 선발하고, 다군은 수능을 100% 반영한다. 예체능계열은 학생부, 수능성적 이외에 실기점수를 반영하며, 그 중 실기점수의 반영비중이 가장 높다. 인문·자연계열은 수능 4개 영역을, 예체능계열은 수능 3개 영역을 반영한다. 다만 인문계열의 경우 국어B영역과 수학A영역을 지정하여 반영함에 각별히 유의하여야 한다. 또한 지원자가 응시한 수능과목 유형에 따라 백분위 성적에 6∼20%의 가선점이 부여된다. 권영국 동덕여대 입학처장은 “수험생은 이런 부분을 면밀히 검토해 보고 유·불리를 감안해 지원해야 할 것 ”이라고 말했다. 동덕여대는 창의적 융복합형 여성인재를 육성하는 ‘최우수 교육선진화 여자대학’이라는 비전을 갖고 있다. ‘잘 가르치는 대학’ ‘특성화 우수대학’ ‘교육 인프라 우수대학’ ‘구성원이 행복한 대학’이 발전목표다.GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지[뉴스 미란다 원칙] 취재원과 독자에게는 국민일보에 자유로이 접근할 권리와 반론·정정·추후 보도를 청구할 권리가 있습니다. 고충처리인(gochung@kmib.co.kr)/전화:02-781-9711",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0000715988
"성폭행 피해학생는 우울증, 가해자는 대학입학… 이게 학교의 현실!! : 네이버 뉴스",2015.02.04,국민일보,"사진=KBS 방송화면 캡처 동급생 성폭행 미수 혐의로 재판을 받고 있는 고등학생 2명이 아무런 처벌없이 피해학생과 같은 학교에 다니고 있는 것으로 알려져 한번 충격을 주고 있다.이는 처벌을 떠나 피해 학생을 계속해서 위험한 상황으로 내모는 결과로 누리꾼들의 분노를 자아내고 있다.3일 KBS 9 뉴스에 따르면 지난 해 6월 경기도의 한 고등학교 3학년인 A양이 같은 학교 친구인 B군과 C군 2명에게 성폭행을 당할 뻔 했다.가해 학생들은 이 같은 혐의로 경찰 조사를 받았고 학교에서 퇴학처분을 받았다.피해자 부모는 조사과정에서 가해자들은 “장난이었다”라고 진술하며 대질신문에서도 전혀 반성의 기미가 없었었다고 한다.그러나 2학기가 시작되면서 상황은 변했다.가해자중 한명인 B군이 다시 학교에 나타난 것.B군측이 도교육청 행정심판위원회에 퇴학 처분 정지신청을 내면서 퇴학이 보류됐던 것이다.도교육청은 이에 대해 “도교육청 행심위가 직접 (퇴학)집행이 정지됩니다라고 말하기 어렵다. 원칙적인 처리를 했다면 최종 처분이 있을 때까지 학교에 등교할 수 없었을 것”이라고 밝혔다. B학생에게 원칙적인 대응을 하지 않았다는 이야기다.상황이 이렇게 되자 피해 학생은 우울증에 시달리며 대학진학도 미뤄야 했다.그러나 가해자 B군의 사정은 달라졌다.사건 발생 넉달이 지난 후에야 특별교육과 사회봉사 명령를 받았고 대학에 합격하고 졸업도 앞두게 됐다.가해자와 피해자가 나란히 학교에 다니는 4개월 동안 입장이 정반대였던 것이다.가해자자 그 어떤 처벌이나 벌칙없이 학교에 다니는 동안 피해자는 매일 그와 마주치며 공포에 떨어야했다.이에 A양은 “(성폭력)피해를 당하고도 아무도 도와줄 수 없는 것 같다. 학교도, 아무도…”라며 울먹였다.신태철 기자 tcshin@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지[뉴스 미란다 원칙] 취재원과 독자에게는 국민일보에 자유로이 접근할 권리와 반론·정정·추후 보도를 청구할 권리가 있습니다. 고충처리인(gochung@kmib.co.kr)/전화:02-781-9711",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0000735153
"'고맙다 아들아', 대학입시 주제 다룬 특집극 동시간대 시청률 2위! : 네이버 뉴스",2015.02.12,조선비즈,"KBS 방송 캡처 KBS 특집극 '고맙다 아들아'가 대학입시 주제 다뤄 동시간대 시청률 2위를 수성했다. 12일 시청률 조사회사 닐슨코리아에 따르면 지난 11일 방송된 KBS 특집극 '고맙다 아들아'가 전국 기준 시청률 6.5%를 기록했다. 이는 전작인 '왕의 얼굴' 마지막회 시청률보다 2.6%P 하락한 수치이지만 동시간대 2위에 해당하는 기록이다.'고맙다 아들아'는 2부작 특집극에 화려한 캐스팅도 없는 상황에서 쟁쟁한 경쟁작들 사이 선전했다는 평가를 받았다.이날 방송된 '고맙다 아들아'에서는 사촌지간인 삼수생 안재민(장재우)와 재수생 이정신(장시우)가 수능에서 각각 3등급과 수능 만점이라는 상반된 성적을 받은 모습이 그려졌다.장재우는 삼수에 실패, 한강에서 자살하려다 마음을 바꿔 혼자 여행을 떠났다. 수능 만점을 받았다던 장시우의 수능 만점 성적표와 대학 합격은 거짓으로 드러났고 장시우도 가출해 혼자 여행을 떠났다.'고맙다 아들아'는 대학 입시로 인한 두 가정의 서로 다른 갈등과 애환을 담은 이야기로 12일 밤 10시 마지막회가 방송된다.한편 동시간대 방송된 MBC '킬미힐미'는 10.9%를 기록하며 수목극 1위 자리를 지켰으며 SBS '하이드 지킬 나'는 5.1%로 동시간대 최하위를 기록했다.이날 방송된 '고맙다 아들아'에서는 사촌지간인 삼수생 안재민(장재우)와 재수생 이정신(장시우)가 수능에서 각각 3등급과 수능 만점이라는 상반된 성적을 받은 모습이 그려졌다.장재우는 삼수에 실패, 한강에서 자살하려다 마음을 바꿔 혼자 여행을 떠났다. 수능 만점을 받았다던 장시우의 수능 만점 성적표와 대학 합격은 거짓으로 드러났고 장시우도 가출해 혼자 여행을 떠났다.'고맙다 아들아'는 대학 입시로 인한 두 가정의 서로 다른 갈등과 애환을 담은 이야기로 12일 밤 10시 마지막회가 방송된다.[조선비즈닷컴]chosunbiz.com",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=366&aid=0000247570
[사이버대 입시 가이드-경희사이버대학교] 입학금 30만원만 납부하면 등록 완료 : 네이버 뉴스,2014.12.18,국민일보,"안병진 부총장 다채로운 강의, 학생 참여 프로그램 등으로 시선을 끌고 있는 경희사이버대학교는 내년 1월 8일까지 2015학년도 신·편입생 정시 모집을 진행한다. 학과 개편을 통해 모집을 시작한 상담심리학과, 컴퓨터정보통신공학과, 관광레저항공경영학과를 비롯해 문예창작·문화예술, NGO·사회복지, 국제지역, 경영, 스포츠·호텔·관광·외식분야 기존 18개 학과 등 총 21개 학과에 지원이 가능하다. 경희사이버대는 2014학년도부터 미래IT계열, 인문·사회·경영계열 등 계열별 모집 단위를 새롭게 도입해 지원자 합격기회를 늘렸다. 입학금 30만원만 납부하면 입학등록이 완료되며, 개인별 수강 신청 학점에 따라 수업료를 추가 납부하면 된다. 신입생의 경우 고등학교 졸업 또는 동등학력 소지자는 누구나 지원 가능하다. 편입생은 전문대학 졸업자 및 대학에서 35학점 또는 70학점 이상 수료한 경우 지원 가능하다. 원서접수는 경희사이버대 입학안내 홈페이지(www.khcu.ac.kr/ipsi)에서 온라인으로 접수할 수 있다. 입학 전형(학업계획서70%, 인성검사30%) 응시도 모두 온라인으로 진행된다. 문의는 홈페이지 또는 전화(02-959-0000)를 통해 가능하다.GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지[뉴스 미란다 원칙] 취재원과 독자에게는 국민일보에 자유로이 접근할 권리와 반론·정정·추후 보도를 청구할 권리가 있습니다. 고충처리인(gochung@kmib.co.kr)/전화:02-781-9711",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0000716916
